LocationDesc,LocationAbbr,YearStart,StratificationCategory1,Stratification1,fruit_less1_rate,obesity_rate,overweight_rate,pa_none_rate,pa_strength_rate,vegetables_less1_rate,year_delta_obesity,stratification_gap_income,region,obesity_cat,income_level
Alabama,AL,2011,Age (years),18 - 24,,16.3,27.1,22.5,41.6,,6.899999999999999,9.7,South,<25,
Alabama,AL,2011,Age (years),25 - 34,,35.2,31.9,27.2,28.3,,6.899999999999999,9.7,South,>35,
Alabama,AL,2011,Age (years),35 - 44,,35.5,33.3,29.8,28.3,,6.899999999999999,9.7,South,>35,
Alabama,AL,2011,Age (years),45 - 54,,38.0,35.8,35.3,20.3,,6.899999999999999,9.7,South,>35,
Alabama,AL,2011,Age (years),55 - 64,,36.4,38.9,37.9,16.8,,6.899999999999999,9.7,South,>35,
Alabama,AL,2011,Age (years),65 or older,,27.1,39.0,39.8,17.7,,6.899999999999999,9.7,South,25-30,
Alabama,AL,2011,Education,College graduate,,26.4,36.8,19.6,32.2,,6.899999999999999,9.7,South,25-30,
Alabama,AL,2011,Education,High school graduate,,32.8,34.1,33.5,22.9,,6.899999999999999,9.7,South,30-35,
Alabama,AL,2011,Education,Less than high school,,33.6,33.2,46.3,18.8,,6.899999999999999,9.7,South,30-35,
Alabama,AL,2011,Education,Some college or technical school,,33.8,35.0,31.6,25.4,,6.899999999999999,9.7,South,30-35,
Alabama,AL,2011,Income,"$15,000 - $24,999",,34.8,31.9,38.6,20.2,,6.899999999999999,9.7,South,30-35,Low
Alabama,AL,2011,Income,"$25,000 - $34,999",,35.8,35.7,35.2,23.4,,6.899999999999999,9.7,South,>35,Medium
Alabama,AL,2011,Income,"$35,000 - $49,999",,32.3,36.6,27.9,27.0,,6.899999999999999,9.7,South,30-35,Medium
Alabama,AL,2011,Income,"$50,000 - $74,999",,34.1,36.1,25.6,28.8,,6.899999999999999,9.7,South,30-35,High
Alabama,AL,2011,Income,"$75,000 or greater",,28.8,38.5,20.8,29.4,,6.899999999999999,9.7,South,25-30,High
Alabama,AL,2011,Income,"Less than $15,000",,38.5,28.4,38.5,18.1,,6.899999999999999,9.7,South,>35,Low
Alabama,AL,2011,Race/Ethnicity,Hispanic,,28.6,34.5,42.5,21.4,,6.899999999999999,9.7,South,25-30,
Alabama,AL,2011,Race/Ethnicity,NH American Indian/Alaska Native,,32.9,31.4,41.6,20.6,,6.899999999999999,9.7,South,30-35,
Alabama,AL,2011,Race/Ethnicity,Non-Hispanic 2 or more races,,27.8,30.4,20.1,37.6,,6.899999999999999,9.7,South,25-30,
Alabama,AL,2011,Race/Ethnicity,Non-Hispanic Black,,40.1,30.1,34.8,28.3,,6.899999999999999,9.7,South,>35,
Alabama,AL,2011,Race/Ethnicity,Non-Hispanic Other,,24.4,42.4,30.2,,,6.899999999999999,9.7,South,<25,
Alabama,AL,2011,Race/Ethnicity,Non-Hispanic White,,29.8,36.4,31.5,23.2,,6.899999999999999,9.7,South,25-30,
Alabama,AL,2011,Sex,Female,,31.8,30.5,35.3,19.8,,6.899999999999999,9.7,South,30-35,
Alabama,AL,2011,Sex,Male,,32.3,39.0,29.6,30.1,,6.899999999999999,9.7,South,30-35,
Alabama,AL,2011,Total,Total,,32.0,34.7,32.6,24.7,,6.899999999999999,9.7,South,30-35,
Alabama,AL,2012,Age (years),18 - 24,,23.9,26.4,15.2,,,6.899999999999999,11.899999999999999,South,<25,
Alabama,AL,2012,Age (years),25 - 34,,31.3,35.0,21.4,,,6.899999999999999,11.899999999999999,South,30-35,
Alabama,AL,2012,Age (years),35 - 44,,34.1,34.2,27.9,,,6.899999999999999,11.899999999999999,South,30-35,
Alabama,AL,2012,Age (years),45 - 54,,39.7,35.0,29.6,,,6.899999999999999,11.899999999999999,South,>35,
Alabama,AL,2012,Age (years),55 - 64,,40.3,35.3,34.2,,,6.899999999999999,11.899999999999999,South,>35,
Alabama,AL,2012,Age (years),65 or older,,26.9,40.2,32.0,,,6.899999999999999,11.899999999999999,South,25-30,
Alabama,AL,2012,Education,College graduate,,27.8,38.1,16.2,,,6.899999999999999,11.899999999999999,South,25-30,
Alabama,AL,2012,Education,High school graduate,,33.5,34.5,30.9,,,6.899999999999999,11.899999999999999,South,30-35,
Alabama,AL,2012,Education,Less than high school,,35.2,30.3,43.0,,,6.899999999999999,11.899999999999999,South,>35,
Alabama,AL,2012,Education,Some college or technical school,,34.4,35.6,21.3,,,6.899999999999999,11.899999999999999,South,30-35,
Alabama,AL,2012,Income,"$15,000 - $24,999",,35.2,31.8,30.4,,,6.899999999999999,11.899999999999999,South,>35,Low
Alabama,AL,2012,Income,"$25,000 - $34,999",,29.0,37.5,26.9,,,6.899999999999999,11.899999999999999,South,25-30,Medium
Alabama,AL,2012,Income,"$35,000 - $49,999",,34.5,37.7,26.1,,,6.899999999999999,11.899999999999999,South,30-35,Medium
Alabama,AL,2012,Income,"$50,000 - $74,999",,34.5,36.1,20.6,,,6.899999999999999,11.899999999999999,South,30-35,High
Alabama,AL,2012,Income,"$75,000 or greater",,28.9,38.5,14.3,,,6.899999999999999,11.899999999999999,South,25-30,High
Alabama,AL,2012,Income,"Less than $15,000",,40.8,28.2,40.4,,,6.899999999999999,11.899999999999999,South,>35,Low
Alabama,AL,2012,Race/Ethnicity,Hispanic,,24.1,34.3,21.5,,,6.899999999999999,11.899999999999999,South,<25,
Alabama,AL,2012,Race/Ethnicity,NH American Indian/Alaska Native,,26.5,31.6,30.7,,,6.899999999999999,11.899999999999999,South,25-30,
Alabama,AL,2012,Race/Ethnicity,Non-Hispanic 2 or more races,,18.5,51.4,17.8,,,6.899999999999999,11.899999999999999,South,<25,
Alabama,AL,2012,Race/Ethnicity,Non-Hispanic Black,,44.1,31.2,30.2,,,6.899999999999999,11.899999999999999,South,>35,
Alabama,AL,2012,Race/Ethnicity,Non-Hispanic Other,,24.4,42.4,30.2,,,6.899999999999999,11.899999999999999,South,<25,
Alabama,AL,2012,Race/Ethnicity,Non-Hispanic White,,30.1,35.5,26.6,,,6.899999999999999,11.899999999999999,South,30-35,
Alabama,AL,2012,Sex,Female,,34.1,30.1,30.4,,,6.899999999999999,11.899999999999999,South,30-35,
Alabama,AL,2012,Sex,Male,,31.8,39.7,23.7,,,6.899999999999999,11.899999999999999,South,30-35,
Alabama,AL,2012,Total,Total,,33.0,34.8,27.2,,,6.899999999999999,11.899999999999999,South,30-35,
Alabama,AL,2013,Age (years),18 - 24,,19.0,24.8,22.2,44.9,,6.899999999999999,10.300000000000004,South,<25,
Alabama,AL,2013,Age (years),25 - 34,,30.4,38.6,24.2,30.6,,6.899999999999999,10.300000000000004,South,30-35,
Alabama,AL,2013,Age (years),35 - 44,,36.7,32.2,32.8,26.3,,6.899999999999999,10.300000000000004,South,>35,
Alabama,AL,2013,Age (years),45 - 54,,40.0,35.1,34.0,20.9,,6.899999999999999,10.300000000000004,South,>35,
Alabama,AL,2013,Age (years),55 - 64,,37.1,38.4,36.9,17.5,,6.899999999999999,10.300000000000004,South,>35,
Alabama,AL,2013,Age (years),65 or older,,28.4,41.5,34.9,17.0,,6.899999999999999,10.300000000000004,South,25-30,
Alabama,AL,2013,Education,College graduate,,27.6,38.9,18.4,34.6,,6.899999999999999,10.300000000000004,South,25-30,
Alabama,AL,2013,Education,High school graduate,,32.1,36.1,36.5,21.3,,6.899999999999999,10.300000000000004,South,30-35,
Alabama,AL,2013,Education,Less than high school,,33.8,35.3,42.1,19.1,,6.899999999999999,10.300000000000004,South,30-35,
Alabama,AL,2013,Education,Some college or technical school,,35.2,33.6,29.7,25.1,,6.899999999999999,10.300000000000004,South,>35,
Alabama,AL,2013,Income,"$15,000 - $24,999",,36.6,33.9,37.9,22.9,,6.899999999999999,10.300000000000004,South,>35,Low
Alabama,AL,2013,Income,"$25,000 - $34,999",,33.1,35.2,31.6,29.8,,6.899999999999999,10.300000000000004,South,30-35,Medium
Alabama,AL,2013,Income,"$35,000 - $49,999",,31.1,40.7,28.1,21.9,,6.899999999999999,10.300000000000004,South,30-35,Medium
Alabama,AL,2013,Income,"$50,000 - $74,999",,35.8,38.0,27.8,28.4,,6.899999999999999,10.300000000000004,South,>35,High
Alabama,AL,2013,Income,"$75,000 or greater",,26.9,36.7,21.6,27.9,,6.899999999999999,10.300000000000004,South,25-30,High
Alabama,AL,2013,Income,"Less than $15,000",,37.2,31.4,40.3,16.8,,6.899999999999999,10.300000000000004,South,>35,Low
Alabama,AL,2013,Race/Ethnicity,Hispanic,,28.2,35.2,33.2,42.5,,6.899999999999999,10.300000000000004,South,25-30,
Alabama,AL,2013,Race/Ethnicity,NH American Indian/Alaska Native,,46.2,22.3,28.3,23.1,,6.899999999999999,10.300000000000004,South,>35,
Alabama,AL,2013,Race/Ethnicity,Non-Hispanic 2 or more races,,28.9,43.3,36.3,32.15,,6.899999999999999,10.300000000000004,South,25-30,
Alabama,AL,2013,Race/Ethnicity,Non-Hispanic Black,,41.3,34.4,34.1,26.7,,6.899999999999999,10.300000000000004,South,>35,
Alabama,AL,2013,Race/Ethnicity,Non-Hispanic Other,,24.4,42.4,30.2,,,6.899999999999999,10.300000000000004,South,<25,
Alabama,AL,2013,Race/Ethnicity,Non-Hispanic White,,29.6,36.0,30.2,23.6,,6.899999999999999,10.300000000000004,South,25-30,
Alabama,AL,2013,Sex,Female,,34.0,30.9,35.6,19.6,,6.899999999999999,10.300000000000004,South,30-35,
Alabama,AL,2013,Sex,Male,,30.9,40.8,26.9,30.6,,6.899999999999999,10.300000000000004,South,30-35,
Alabama,AL,2013,Total,Total,,32.4,35.7,31.5,24.9,,6.899999999999999,10.300000000000004,South,30-35,
Alabama,AL,2014,Age (years),18 - 24,,20.4,26.3,19.0,,,6.899999999999999,9.600000000000001,South,<25,
Alabama,AL,2014,Age (years),25 - 34,,31.7,32.3,20.2,,,6.899999999999999,9.600000000000001,South,30-35,
Alabama,AL,2014,Age (years),35 - 44,,40.9,31.3,25.4,,,6.899999999999999,9.600000000000001,South,>35,
Alabama,AL,2014,Age (years),45 - 54,,39.9,33.5,31.6,,,6.899999999999999,9.600000000000001,South,>35,
Alabama,AL,2014,Age (years),55 - 64,,37.4,35.1,32.3,,,6.899999999999999,9.600000000000001,South,>35,
Alabama,AL,2014,Age (years),65 or older,,28.9,39.0,33.7,,,6.899999999999999,9.600000000000001,South,25-30,
Alabama,AL,2014,Education,College graduate,,28.1,37.6,14.8,,,6.899999999999999,9.600000000000001,South,25-30,
Alabama,AL,2014,Education,High school graduate,,35.4,32.7,32.7,,,6.899999999999999,9.600000000000001,South,>35,
Alabama,AL,2014,Education,Less than high school,,34.8,29.9,40.9,,,6.899999999999999,9.600000000000001,South,30-35,
Alabama,AL,2014,Education,Some college or technical school,,34.4,33.5,23.5,,,6.899999999999999,9.600000000000001,South,30-35,
Alabama,AL,2014,Income,"$15,000 - $24,999",,40.6,30.2,37.0,,,6.899999999999999,9.600000000000001,South,>35,Low
Alabama,AL,2014,Income,"$25,000 - $34,999",,35.4,28.6,29.0,,,6.899999999999999,9.600000000000001,South,>35,Medium
Alabama,AL,2014,Income,"$35,000 - $49,999",,35.5,37.9,22.3,,,6.899999999999999,9.600000000000001,South,>35,Medium
Alabama,AL,2014,Income,"$50,000 - $74,999",,32.4,40.6,21.3,,,6.899999999999999,9.600000000000001,South,30-35,High
Alabama,AL,2014,Income,"$75,000 or greater",,31.0,35.4,16.6,,,6.899999999999999,9.600000000000001,South,30-35,High
Alabama,AL,2014,Income,"Less than $15,000",,34.5,27.7,40.5,,,6.899999999999999,9.600000000000001,South,30-35,Low
Alabama,AL,2014,Race/Ethnicity,Hispanic,,22.9,32.2,16.2,,,6.899999999999999,9.600000000000001,South,<25,
Alabama,AL,2014,Race/Ethnicity,NH American Indian/Alaska Native,,35.2,33.6,36.7,,,6.899999999999999,9.600000000000001,South,>35,
Alabama,AL,2014,Race/Ethnicity,Non-Hispanic 2 or more races,,39.3,35.2,16.5,,,6.899999999999999,9.600000000000001,South,>35,
Alabama,AL,2014,Race/Ethnicity,Non-Hispanic Black,,41.9,29.9,28.4,,,6.899999999999999,9.600000000000001,South,>35,
Alabama,AL,2014,Race/Ethnicity,Non-Hispanic Other,,24.4,42.4,30.2,,,6.899999999999999,9.600000000000001,South,<25,
Alabama,AL,2014,Race/Ethnicity,Non-Hispanic White,,31.4,34.6,27.9,,,6.899999999999999,9.600000000000001,South,30-35,
Alabama,AL,2014,Sex,Female,,32.9,29.8,30.8,,,6.899999999999999,9.600000000000001,South,30-35,
Alabama,AL,2014,Sex,Male,,34.1,37.2,24.2,,,6.899999999999999,9.600000000000001,South,30-35,
Alabama,AL,2014,Total,Total,,33.5,33.4,27.6,,,6.899999999999999,9.600000000000001,South,30-35,
Alabama,AL,2015,Age (years),18 - 24,,25.1,22.4,21.8,44.6,,6.899999999999999,7.799999999999997,South,25-30,
Alabama,AL,2015,Age (years),25 - 34,,35.2,29.6,27.3,31.8,,6.899999999999999,7.799999999999997,South,>35,
Alabama,AL,2015,Age (years),35 - 44,,41.1,33.6,27.6,27.5,,6.899999999999999,7.799999999999997,South,>35,
Alabama,AL,2015,Age (years),45 - 54,,40.6,34.5,33.8,21.2,,6.899999999999999,7.799999999999997,South,>35,
Alabama,AL,2015,Age (years),55 - 64,,40.3,36.1,37.8,20.4,,6.899999999999999,7.799999999999997,South,>35,
Alabama,AL,2015,Age (years),65 or older,,30.2,37.8,38.5,16.7,,6.899999999999999,7.799999999999997,South,30-35,
Alabama,AL,2015,Education,College graduate,,29.1,34.8,20.7,32.9,,6.899999999999999,7.799999999999997,South,25-30,
Alabama,AL,2015,Education,High school graduate,,37.6,32.6,37.1,22.7,,6.899999999999999,7.799999999999997,South,>35,
Alabama,AL,2015,Education,Less than high school,,38.4,29.0,45.7,15.1,,6.899999999999999,7.799999999999997,South,>35,
Alabama,AL,2015,Education,Some college or technical school,,36.5,34.4,27.3,29.3,,6.899999999999999,7.799999999999997,South,>35,
Alabama,AL,2015,Income,"$15,000 - $24,999",,39.3,31.0,35.9,21.0,,6.899999999999999,7.799999999999997,South,>35,Low
Alabama,AL,2015,Income,"$25,000 - $34,999",,38.8,35.2,37.4,23.9,,6.899999999999999,7.799999999999997,South,>35,Medium
Alabama,AL,2015,Income,"$35,000 - $49,999",,36.5,36.9,32.1,28.6,,6.899999999999999,7.799999999999997,South,>35,Medium
Alabama,AL,2015,Income,"$50,000 - $74,999",,34.6,38.3,28.5,29.9,,6.899999999999999,7.799999999999997,South,30-35,High
Alabama,AL,2015,Income,"$75,000 or greater",,32.7,35.5,21.0,31.8,,6.899999999999999,7.799999999999997,South,30-35,High
Alabama,AL,2015,Income,"Less than $15,000",,40.5,25.1,40.9,20.0,,6.899999999999999,7.799999999999997,South,>35,Low
Alabama,AL,2015,Race/Ethnicity,Hispanic,,31.4,45.0,28.5,33.0,,6.899999999999999,7.799999999999997,South,30-35,
Alabama,AL,2015,Race/Ethnicity,NH American Indian/Alaska Native,,39.4,22.4,31.1,38.1,,6.899999999999999,7.799999999999997,South,>35,
Alabama,AL,2015,Race/Ethnicity,Non-Hispanic 2 or more races,,39.6,33.7,25.2,26.7,,6.899999999999999,7.799999999999997,South,>35,
Alabama,AL,2015,Race/Ethnicity,Non-Hispanic Black,,46.5,29.4,34.9,28.4,,6.899999999999999,7.799999999999997,South,>35,
Alabama,AL,2015,Race/Ethnicity,Non-Hispanic Other,,24.4,42.4,30.2,,,6.899999999999999,7.799999999999997,South,<25,
Alabama,AL,2015,Race/Ethnicity,Non-Hispanic White,,32.3,34.3,31.0,24.3,,6.899999999999999,7.799999999999997,South,30-35,
Alabama,AL,2015,Sex,Female,,36.4,28.4,33.7,21.7,,6.899999999999999,7.799999999999997,South,>35,
Alabama,AL,2015,Sex,Male,,34.9,37.8,29.9,30.2,,6.899999999999999,7.799999999999997,South,30-35,
Alabama,AL,2015,Total,Total,,35.6,33.0,31.9,25.7,,6.899999999999999,7.799999999999997,South,>35,
Alabama,AL,2016,Age (years),18 - 24,,22.6,28.4,16.0,,,6.899999999999999,6.0,South,<25,
Alabama,AL,2016,Age (years),25 - 34,,33.5,31.1,21.1,,,6.899999999999999,6.0,South,30-35,
Alabama,AL,2016,Age (years),35 - 44,,43.0,32.2,28.6,,,6.899999999999999,6.0,South,>35,
Alabama,AL,2016,Age (years),45 - 54,,43.5,33.9,32.3,,,6.899999999999999,6.0,South,>35,
Alabama,AL,2016,Age (years),55 - 64,,40.7,35.3,36.7,,,6.899999999999999,6.0,South,>35,
Alabama,AL,2016,Age (years),65 or older,,29.6,39.2,36.7,,,6.899999999999999,6.0,South,25-30,
Alabama,AL,2016,Education,College graduate,,30.5,37.7,15.5,,,6.899999999999999,6.0,South,30-35,
Alabama,AL,2016,Education,High school graduate,,36.2,33.9,33.4,,,6.899999999999999,6.0,South,>35,
Alabama,AL,2016,Education,Less than high school,,40.1,28.6,48.7,,,6.899999999999999,6.0,South,>35,
Alabama,AL,2016,Education,Some college or technical school,,36.3,34.0,24.9,,,6.899999999999999,6.0,South,>35,
Alabama,AL,2016,Income,"$15,000 - $24,999",,40.4,28.5,40.0,,,6.899999999999999,6.0,South,>35,Low
Alabama,AL,2016,Income,"$25,000 - $34,999",,35.3,31.7,31.4,,,6.899999999999999,6.0,South,>35,Medium
Alabama,AL,2016,Income,"$35,000 - $49,999",,37.5,35.9,21.4,,,6.899999999999999,6.0,South,>35,Medium
Alabama,AL,2016,Income,"$50,000 - $74,999",,34.4,41.4,22.1,,,6.899999999999999,6.0,South,30-35,High
Alabama,AL,2016,Income,"$75,000 or greater",,34.5,37.2,15.0,,,6.899999999999999,6.0,South,30-35,High
Alabama,AL,2016,Income,"Less than $15,000",,39.8,26.7,48.3,,,6.899999999999999,6.0,South,>35,Low
Alabama,AL,2016,Race/Ethnicity,Hispanic,,29.8,36.9,27.5,,,6.899999999999999,6.0,South,25-30,
Alabama,AL,2016,Race/Ethnicity,NH American Indian/Alaska Native,,32.9,34.2,28.4,,,6.899999999999999,6.0,South,30-35,
Alabama,AL,2016,Race/Ethnicity,Non-Hispanic 2 or more races,,29.9,32.3,23.5,,,6.899999999999999,6.0,South,25-30,
Alabama,AL,2016,Race/Ethnicity,Non-Hispanic Black,,44.0,30.6,32.9,,,6.899999999999999,6.0,South,>35,
Alabama,AL,2016,Race/Ethnicity,Non-Hispanic White,,33.5,35.1,28.3,,,6.899999999999999,6.0,South,30-35,
Alabama,AL,2016,Sex,Female,,35.2,29.5,32.9,,,6.899999999999999,6.0,South,>35,
Alabama,AL,2016,Sex,Male,,36.2,38.2,25.7,,,6.899999999999999,6.0,South,>35,
Alabama,AL,2016,Total,Total,,35.7,33.9,29.4,,,6.899999999999999,6.0,South,>35,
Alabama,AL,2017,Age (years),18 - 24,42.1,20.7,30.3,21.5,42.9,23.9,6.899999999999999,10.300000000000004,South,<25,
Alabama,AL,2017,Age (years),25 - 34,45.4,36.3,29.5,23.5,34.0,16.1,6.899999999999999,10.300000000000004,South,>35,
Alabama,AL,2017,Age (years),35 - 44,44.1,42.2,34.4,28.0,27.1,17.0,6.899999999999999,10.300000000000004,South,>35,
Alabama,AL,2017,Age (years),45 - 54,52.6,47.1,32.8,34.1,23.5,16.2,6.899999999999999,10.300000000000004,South,>35,
Alabama,AL,2017,Age (years),55 - 64,47.7,41.2,33.0,39.0,17.9,20.5,6.899999999999999,10.300000000000004,South,>35,
Alabama,AL,2017,Age (years),65 or older,38.1,29.0,40.3,40.0,17.9,22.1,6.899999999999999,10.300000000000004,South,25-30,
Alabama,AL,2017,Education,College graduate,34.8,31.7,35.2,21.1,32.9,11.2,6.899999999999999,10.300000000000004,South,30-35,
Alabama,AL,2017,Education,High school graduate,46.9,37.1,35.5,36.9,22.9,23.8,6.899999999999999,10.300000000000004,South,>35,
Alabama,AL,2017,Education,Less than high school,56.1,41.2,29.7,45.1,14.5,25.5,6.899999999999999,10.300000000000004,South,>35,
Alabama,AL,2017,Education,Some college or technical school,44.7,36.3,33.3,28.7,29.7,17.9,6.899999999999999,10.300000000000004,South,>35,
Alabama,AL,2017,Income,"$15,000 - $24,999",46.4,40.4,31.1,42.4,22.1,25.1,6.899999999999999,10.300000000000004,South,>35,Low
Alabama,AL,2017,Income,"$25,000 - $34,999",46.2,37.0,34.4,37.2,20.8,18.3,6.899999999999999,10.300000000000004,South,>35,Medium
Alabama,AL,2017,Income,"$35,000 - $49,999",45.5,38.3,35.8,29.5,27.3,18.3,6.899999999999999,10.300000000000004,South,>35,Medium
Alabama,AL,2017,Income,"$50,000 - $74,999",42.7,38.8,34.5,28.1,24.5,14.4,6.899999999999999,10.300000000000004,South,>35,High
Alabama,AL,2017,Income,"$75,000 or greater",39.5,31.9,38.5,17.8,37.7,10.6,6.899999999999999,10.300000000000004,South,30-35,High
Alabama,AL,2017,Income,"Less than $15,000",49.2,42.2,28.1,42.0,16.9,28.3,6.899999999999999,10.300000000000004,South,>35,Low
Alabama,AL,2017,Race/Ethnicity,Hispanic,26.9,34.4,44.6,24.9,29.0,18.9,6.899999999999999,10.300000000000004,South,30-35,
Alabama,AL,2017,Race/Ethnicity,NH American Indian/Alaska Native,56.4,46.6,33.2,35.4,28.3,15.7,6.899999999999999,10.300000000000004,South,>35,
Alabama,AL,2017,Race/Ethnicity,Non-Hispanic 2 or more races,36.6,38.6,31.2,38.7,34.5,14.2,6.899999999999999,10.300000000000004,South,>35,
Alabama,AL,2017,Race/Ethnicity,Non-Hispanic Black,44.1,44.4,30.5,34.4,29.1,27.7,6.899999999999999,10.300000000000004,South,>35,
Alabama,AL,2017,Race/Ethnicity,Non-Hispanic White,46.3,33.6,34.4,31.4,24.4,16.4,6.899999999999999,10.300000000000004,South,30-35,
Alabama,AL,2017,Sex,Female,42.2,37.4,30.2,35.8,20.4,18.1,6.899999999999999,10.300000000000004,South,>35,
Alabama,AL,2017,Sex,Male,47.9,35.1,37.7,27.8,32.1,20.7,6.899999999999999,10.300000000000004,South,>35,
Alabama,AL,2017,Total,Total,44.9,36.3,33.9,32.0,26.0,19.3,6.899999999999999,10.300000000000004,South,>35,
Alabama,AL,2018,Age (years),18 - 24,,19.3,24.9,22.2,,,6.899999999999999,11.600000000000001,South,<25,
Alabama,AL,2018,Age (years),25 - 34,,38.1,30.4,24.7,,,6.899999999999999,11.600000000000001,South,>35,
Alabama,AL,2018,Age (years),35 - 44,,42.0,31.9,27.4,,,6.899999999999999,11.600000000000001,South,>35,
Alabama,AL,2018,Age (years),45 - 54,,39.8,35.6,31.2,,,6.899999999999999,11.600000000000001,South,>35,
Alabama,AL,2018,Age (years),55 - 64,,43.7,35.3,36.0,,,6.899999999999999,11.600000000000001,South,>35,
Alabama,AL,2018,Age (years),65 or older,,31.8,38.6,37.8,,,6.899999999999999,11.600000000000001,South,30-35,
Alabama,AL,2018,Education,College graduate,,29.4,39.7,16.7,,,6.899999999999999,11.600000000000001,South,25-30,
Alabama,AL,2018,Education,High school graduate,,36.6,32.3,37.6,,,6.899999999999999,11.600000000000001,South,>35,
Alabama,AL,2018,Education,Less than high school,,39.2,29.6,49.0,,,6.899999999999999,11.600000000000001,South,>35,
Alabama,AL,2018,Education,Some college or technical school,,39.2,32.1,24.7,,,6.899999999999999,11.600000000000001,South,>35,
Alabama,AL,2018,Income,"$15,000 - $24,999",,38.4,32.3,37.0,,,6.899999999999999,11.600000000000001,South,>35,Low
Alabama,AL,2018,Income,"$25,000 - $34,999",,35.1,29.2,35.5,,,6.899999999999999,11.600000000000001,South,>35,Medium
Alabama,AL,2018,Income,"$35,000 - $49,999",,37.7,35.9,26.8,,,6.899999999999999,11.600000000000001,South,>35,Medium
Alabama,AL,2018,Income,"$50,000 - $74,999",,38.6,34.3,21.8,,,6.899999999999999,11.600000000000001,South,>35,High
Alabama,AL,2018,Income,"$75,000 or greater",,32.1,38.8,17.4,,,6.899999999999999,11.600000000000001,South,30-35,High
Alabama,AL,2018,Income,"Less than $15,000",,43.7,26.6,47.9,,,6.899999999999999,11.600000000000001,South,>35,Low
Alabama,AL,2018,Race/Ethnicity,Hispanic,,30.8,30.4,29.0,,,6.899999999999999,11.600000000000001,South,30-35,
Alabama,AL,2018,Race/Ethnicity,NH American Indian/Alaska Native,,25.4,43.3,31.1,,,6.899999999999999,11.600000000000001,South,25-30,
Alabama,AL,2018,Race/Ethnicity,Non-Hispanic 2 or more races,,37.2,40.8,20.3,,,6.899999999999999,11.600000000000001,South,>35,
Alabama,AL,2018,Race/Ethnicity,Non-Hispanic Black,,43.9,32.5,35.0,,,6.899999999999999,11.600000000000001,South,>35,
Alabama,AL,2018,Race/Ethnicity,Non-Hispanic White,,34.2,33.4,29.4,,,6.899999999999999,11.600000000000001,South,30-35,
Alabama,AL,2018,Sex,Female,,37.8,29.6,33.8,,,6.899999999999999,11.600000000000001,South,>35,
Alabama,AL,2018,Sex,Male,,34.6,37.4,27.2,,,6.899999999999999,11.600000000000001,South,30-35,
Alabama,AL,2018,Total,Total,,36.2,33.4,30.7,,,6.899999999999999,11.600000000000001,South,>35,
Alabama,AL,2019,Age (years),18 - 24,45.4,24.6,24.8,22.4,38.8,27.1,6.899999999999999,9.700000000000003,South,<25,
Alabama,AL,2019,Age (years),25 - 34,48.2,36.4,31.6,27.7,34.8,20.1,6.899999999999999,9.700000000000003,South,>35,
Alabama,AL,2019,Age (years),35 - 44,44.2,40.3,35.0,29.6,30.9,18.5,6.899999999999999,9.700000000000003,South,>35,
Alabama,AL,2019,Age (years),45 - 54,48.2,41.5,33.9,30.9,28.4,20.8,6.899999999999999,9.700000000000003,South,>35,
Alabama,AL,2019,Age (years),55 - 64,48.8,41.2,36.4,36.9,23.7,23.5,6.899999999999999,9.700000000000003,South,>35,
Alabama,AL,2019,Age (years),65 or older,42.9,31.3,39.0,36.6,23.7,24.2,6.899999999999999,9.700000000000003,South,30-35,
Alabama,AL,2019,Education,College graduate,39.5,32.0,38.3,19.6,34.6,14.5,6.899999999999999,9.700000000000003,South,30-35,
Alabama,AL,2019,Education,High school graduate,48.5,34.4,34.0,36.8,26.4,25.4,6.899999999999999,9.700000000000003,South,30-35,
Alabama,AL,2019,Education,Less than high school,49.0,43.4,30.2,42.9,22.4,34.2,6.899999999999999,9.700000000000003,South,>35,
Alabama,AL,2019,Education,Some college or technical school,47.3,37.3,33.3,29.5,31.1,20.0,6.899999999999999,9.700000000000003,South,>35,
Alabama,AL,2019,Income,"$15,000 - $24,999",47.3,40.6,30.7,39.6,26.5,26.4,6.899999999999999,9.700000000000003,South,>35,Low
Alabama,AL,2019,Income,"$25,000 - $34,999",47.1,38.9,30.8,36.8,28.8,20.9,6.899999999999999,9.700000000000003,South,>35,Medium
Alabama,AL,2019,Income,"$35,000 - $49,999",42.5,35.8,33.9,30.6,27.5,22.5,6.899999999999999,9.700000000000003,South,>35,Medium
Alabama,AL,2019,Income,"$50,000 - $74,999",45.6,35.4,41.6,27.2,32.0,17.9,6.899999999999999,9.700000000000003,South,>35,High
Alabama,AL,2019,Income,"$75,000 or greater",43.6,32.0,38.0,17.7,38.0,13.3,6.899999999999999,9.700000000000003,South,30-35,High
Alabama,AL,2019,Income,"Less than $15,000",50.1,41.7,28.2,42.7,24.0,35.9,6.899999999999999,9.700000000000003,South,>35,Low
Alabama,AL,2019,Race/Ethnicity,Hispanic,40.7,35.7,29.9,16.2,29.1,22.8,6.899999999999999,9.700000000000003,South,>35,
Alabama,AL,2019,Race/Ethnicity,NH American Indian/Alaska Native,30.6,30.9,28.8,28.9,35.4,17.2,6.899999999999999,9.700000000000003,South,30-35,
Alabama,AL,2019,Race/Ethnicity,Non-Hispanic 2 or more races,45.0,32.8,35.6,34.7,36.3,27.0,6.899999999999999,9.700000000000003,South,30-35,
