LocationDesc,LocationAbbr,YearStart,StratificationCategory1,Stratification1,fruit_less1_rate,obesity_rate,overweight_rate,pa_none_rate,pa_strength_rate,vegetables_less1_rate,year_delta_obesity,stratification_gap_income,region,obesity_cat,income_level
New Hampshire,NH,2020,Race/Ethnicity,Hispanic,,29.0,31.8,27.0,,,4.900000000000002,12.599999999999998,Northeast,25-30,
New Hampshire,NH,2020,Race/Ethnicity,NH American Indian/Alaska Native,,37.89007936507936,32.164523809523814,39.2,,,4.900000000000002,12.599999999999998,Northeast,>35,
New Hampshire,NH,2020,Race/Ethnicity,Non-Hispanic 2 or more races,,45.2,33.4,17.5,,,4.900000000000002,12.599999999999998,Northeast,>35,
New Hampshire,NH,2020,Race/Ethnicity,Non-Hispanic Asian,,13.3,32.3,15.3,,,4.900000000000002,12.599999999999998,Northeast,<25,
New Hampshire,NH,2020,Race/Ethnicity,Non-Hispanic Other,,34.2,28.5,29.3,,,4.900000000000002,12.599999999999998,Northeast,30-35,
New Hampshire,NH,2020,Race/Ethnicity,Non-Hispanic White,,29.7,36.2,18.6,,,4.900000000000002,12.599999999999998,Northeast,25-30,
New Hampshire,NH,2020,Sex,Female,,27.9,29.5,21.8,,,4.900000000000002,12.599999999999998,Northeast,25-30,
New Hampshire,NH,2020,Sex,Male,,31.8,41.6,16.6,,,4.900000000000002,12.599999999999998,Northeast,30-35,
New Hampshire,NH,2020,Total,Total,,29.9,35.8,19.3,,,4.900000000000002,12.599999999999998,Northeast,25-30,
New Hampshire,NH,2021,Age (years),18 - 24,38.3,17.0,28.7,12.7,,23.2,4.900000000000002,13.800000000000004,Northeast,<25,
New Hampshire,NH,2021,Age (years),25 - 34,44.1,27.8,31.4,17.1,,17.6,4.900000000000002,13.800000000000004,Northeast,25-30,
New Hampshire,NH,2021,Age (years),35 - 44,35.7,39.7,34.2,18.1,,12.3,4.900000000000002,13.800000000000004,Northeast,>35,
New Hampshire,NH,2021,Age (years),45 - 54,38.1,38.8,33.8,17.2,,15.8,4.900000000000002,13.800000000000004,Northeast,>35,
New Hampshire,NH,2021,Age (years),55 - 64,35.7,34.0,37.1,21.9,,14.8,4.900000000000002,13.800000000000004,Northeast,30-35,
New Hampshire,NH,2021,Age (years),65 or older,29.8,25.9,41.1,26.4,,13.4,4.900000000000002,13.800000000000004,Northeast,25-30,
New Hampshire,NH,2021,Education,College graduate,30.9,26.3,35.6,11.6,,10.8,4.900000000000002,13.800000000000004,Northeast,25-30,
New Hampshire,NH,2021,Education,High school graduate,42.9,34.0,36.2,27.2,,19.2,4.900000000000002,13.800000000000004,Northeast,30-35,
New Hampshire,NH,2021,Education,Less than high school,42.3,32.9,31.9,33.9,,21.0,4.900000000000002,13.800000000000004,Northeast,30-35,
New Hampshire,NH,2021,Education,Some college or technical school,34.8,32.1,35.1,20.0,,16.2,4.900000000000002,13.800000000000004,Northeast,30-35,
New Hampshire,NH,2021,Income,"$15,000 - $24,999",37.3,39.7,30.7,32.7,,24.1,4.900000000000002,13.800000000000004,Northeast,>35,Low
New Hampshire,NH,2021,Income,"$25,000 - $34,999",36.5,33.6,32.0,33.2,,15.6,4.900000000000002,13.800000000000004,Northeast,30-35,Medium
New Hampshire,NH,2021,Income,"$35,000 - $49,999",39.7,32.5,34.5,27.6,,16.1,4.900000000000002,13.800000000000004,Northeast,30-35,Medium
New Hampshire,NH,2021,Income,"$50,000 - $74,999",37.2,31.2,39.0,20.4,,17.7,4.900000000000002,13.800000000000004,Northeast,30-35,High
New Hampshire,NH,2021,Income,"$75,000 or greater",35.7,25.9,37.8,11.3,,12.3,4.900000000000002,13.800000000000004,Northeast,25-30,High
New Hampshire,NH,2021,Income,"Less than $15,000",39.1,36.9,26.7,37.6,,21.4,4.900000000000002,13.800000000000004,Northeast,>35,Low
New Hampshire,NH,2021,Race/Ethnicity,Hispanic,36.1,39.5,16.8,21.0,,17.7,4.900000000000002,13.800000000000004,Northeast,>35,
New Hampshire,NH,2021,Race/Ethnicity,NH American Indian/Alaska Native,,38.42179487179487,33.719316239316235,39.2,,,4.900000000000002,13.800000000000004,Northeast,>35,
New Hampshire,NH,2021,Race/Ethnicity,Non-Hispanic 2 or more races,39.0,36.4,41.8,17.9,,9.5,4.900000000000002,13.800000000000004,Northeast,>35,
New Hampshire,NH,2021,Race/Ethnicity,Non-Hispanic Asian,40.5,12.9,29.8,17.5,,9.8,4.900000000000002,13.800000000000004,Northeast,<25,
New Hampshire,NH,2021,Race/Ethnicity,Non-Hispanic Other,36.5,26.5,33.6,44.1,,22.0,4.900000000000002,13.800000000000004,Northeast,25-30,
New Hampshire,NH,2021,Race/Ethnicity,Non-Hispanic White,35.5,31.0,36.0,19.5,,15.3,4.900000000000002,13.800000000000004,Northeast,30-35,
New Hampshire,NH,2021,Sex,Female,33.2,27.9,29.9,21.5,,12.5,4.900000000000002,13.800000000000004,Northeast,25-30,
New Hampshire,NH,2021,Sex,Male,39.2,33.3,40.5,18.4,,18.8,4.900000000000002,13.800000000000004,Northeast,30-35,
New Hampshire,NH,2021,Total,Total,36.1,30.6,35.4,20.0,,15.6,4.900000000000002,13.800000000000004,Northeast,30-35,
New Hampshire,NH,2022,Age (years),18 - 24,,15.8,21.5,16.2,,,4.900000000000002,15.799999999999997,Northeast,<25,
New Hampshire,NH,2022,Age (years),25 - 34,,26.6,37.4,16.4,,,4.900000000000002,15.799999999999997,Northeast,25-30,
New Hampshire,NH,2022,Age (years),35 - 44,,34.5,37.9,15.4,,,4.900000000000002,15.799999999999997,Northeast,30-35,
New Hampshire,NH,2022,Age (years),45 - 54,,37.0,39.5,16.3,,,4.900000000000002,15.799999999999997,Northeast,>35,
New Hampshire,NH,2022,Age (years),55 - 64,,36.2,36.8,22.6,,,4.900000000000002,15.799999999999997,Northeast,>35,
New Hampshire,NH,2022,Age (years),65 or older,,27.4,39.5,26.9,,,4.900000000000002,15.799999999999997,Northeast,25-30,
New Hampshire,NH,2022,Education,College graduate,,25.3,37.4,10.0,,,4.900000000000002,15.799999999999997,Northeast,25-30,
New Hampshire,NH,2022,Education,High school graduate,,32.1,37.5,28.1,,,4.900000000000002,15.799999999999997,Northeast,30-35,
New Hampshire,NH,2022,Education,Less than high school,,36.3,36.9,39.4,,,4.900000000000002,15.799999999999997,Northeast,>35,
New Hampshire,NH,2022,Education,Some college or technical school,,33.5,35.2,19.9,,,4.900000000000002,15.799999999999997,Northeast,30-35,
New Hampshire,NH,2022,Income,"$15,000 - $24,999",,35.4,31.2,43.3,,,4.900000000000002,15.799999999999997,Northeast,>35,Low
New Hampshire,NH,2022,Income,"$25,000 - $34,999",,32.5,33.9,27.6,,,4.900000000000002,15.799999999999997,Northeast,30-35,Medium
New Hampshire,NH,2022,Income,"$35,000 - $49,999",,36.9,36.1,30.1,,,4.900000000000002,15.799999999999997,Northeast,>35,Medium
New Hampshire,NH,2022,Income,"$50,000 - $74,999",,28.0,38.9,17.9,,,4.900000000000002,15.799999999999997,Northeast,25-30,High
New Hampshire,NH,2022,Income,"$75,000 or greater",,34.2,35.8,15.4,,,4.900000000000002,15.799999999999997,Northeast,30-35,High
New Hampshire,NH,2022,Income,"Less than $15,000",,43.8,27.7,35.0,,,4.900000000000002,15.799999999999997,Northeast,>35,Low
New Hampshire,NH,2022,Race/Ethnicity,Hispanic,,39.7,29.2,21.3,,,4.900000000000002,15.799999999999997,Northeast,>35,
New Hampshire,NH,2022,Race/Ethnicity,NH American Indian/Alaska Native,,38.87435897435897,33.03923076923077,39.2,,,4.900000000000002,15.799999999999997,Northeast,>35,
New Hampshire,NH,2022,Race/Ethnicity,Non-Hispanic 2 or more races,,16.7,35.8,16.9,,,4.900000000000002,15.799999999999997,Northeast,<25,
New Hampshire,NH,2022,Race/Ethnicity,Non-Hispanic Asian,,6.9,39.1,20.7,,,4.900000000000002,15.799999999999997,Northeast,<25,
New Hampshire,NH,2022,Race/Ethnicity,Non-Hispanic Other,,32.65,30.5,33.7,,,4.900000000000002,15.799999999999997,Northeast,30-35,
New Hampshire,NH,2022,Race/Ethnicity,Non-Hispanic White,,30.7,36.7,19.4,,,4.900000000000002,15.799999999999997,Northeast,30-35,
New Hampshire,NH,2022,Sex,Female,,30.4,31.9,22.2,,,4.900000000000002,15.799999999999997,Northeast,30-35,
New Hampshire,NH,2022,Sex,Male,,30.2,41.1,17.8,,,4.900000000000002,15.799999999999997,Northeast,30-35,
New Hampshire,NH,2022,Total,Total,,30.2,36.7,20.0,,,4.900000000000002,15.799999999999997,Northeast,30-35,
New Hampshire,NH,2023,Age (years),18 - 24,,18.2,34.4,11.9,58.8,,4.900000000000002,13.7,Northeast,<25,
New Hampshire,NH,2023,Age (years),25 - 34,,31.1,32.8,17.6,42.0,,4.900000000000002,13.7,Northeast,30-35,
New Hampshire,NH,2023,Age (years),35 - 44,,38.0,35.8,18.2,44.4,,4.900000000000002,13.7,Northeast,>35,
New Hampshire,NH,2023,Age (years),45 - 54,,42.9,34.0,19.0,40.5,,4.900000000000002,13.7,Northeast,>35,
New Hampshire,NH,2023,Age (years),55 - 64,,36.9,37.7,21.9,40.1,,4.900000000000002,13.7,Northeast,>35,
New Hampshire,NH,2023,Age (years),65 or older,,28.0,37.1,29.1,42.0,,4.900000000000002,13.7,Northeast,25-30,
New Hampshire,NH,2023,Education,College graduate,,27.0,37.5,10.6,45.6,,4.900000000000002,13.7,Northeast,25-30,
New Hampshire,NH,2023,Education,High school graduate,,35.4,34.9,27.1,42.6,,4.900000000000002,13.7,Northeast,>35,
New Hampshire,NH,2023,Education,Less than high school,,46.7,29.9,52.0,41.9,,4.900000000000002,13.7,Northeast,>35,
New Hampshire,NH,2023,Education,Some college or technical school,,34.7,35.2,21.7,41.9,,4.900000000000002,13.7,Northeast,30-35,
New Hampshire,NH,2023,Income,"$15,000 - $24,999",,35.3,26.9,42.3,38.8,,4.900000000000002,13.7,Northeast,>35,Low
New Hampshire,NH,2023,Income,"$25,000 - $34,999",,36.2,30.7,34.9,44.2,,4.900000000000002,13.7,Northeast,>35,Medium
New Hampshire,NH,2023,Income,"$35,000 - $49,999",,39.5,29.3,24.0,42.2,,4.900000000000002,13.7,Northeast,>35,Medium
New Hampshire,NH,2023,Income,"$50,000 - $74,999",,33.8,36.2,21.8,46.5,,4.900000000000002,13.7,Northeast,30-35,High
New Hampshire,NH,2023,Income,"$75,000 or greater",,30.3,43.0,14.9,44.1,,4.900000000000002,13.7,Northeast,30-35,High
New Hampshire,NH,2023,Income,"Less than $15,000",,44.0,24.2,45.4,46.0,,4.900000000000002,13.7,Northeast,>35,Low
New Hampshire,NH,2023,Race/Ethnicity,Hispanic,,41.9,32.5,18.9,56.3,,4.900000000000002,13.7,Northeast,>35,
New Hampshire,NH,2023,Race/Ethnicity,NH American Indian/Alaska Native,,40.32307692307692,32.13820512820513,39.2,,,4.900000000000002,13.7,Northeast,>35,
New Hampshire,NH,2023,Race/Ethnicity,Non-Hispanic 2 or more races,,24.7,38.8,17.9,57.3,,4.900000000000002,13.7,Northeast,<25,
New Hampshire,NH,2023,Race/Ethnicity,Non-Hispanic Asian,,8.5,33.6,9.5,62.4,,4.900000000000002,13.7,Northeast,<25,
New Hampshire,NH,2023,Race/Ethnicity,Non-Hispanic Other,,38.8,27.4,23.3,48.6,,4.900000000000002,13.7,Northeast,>35,
New Hampshire,NH,2023,Race/Ethnicity,Non-Hispanic White,,33.2,35.8,21.4,41.3,,4.900000000000002,13.7,Northeast,30-35,
New Hampshire,NH,2023,Sex,Female,,30.7,29.3,22.3,40.9,,4.900000000000002,13.7,Northeast,30-35,
New Hampshire,NH,2023,Sex,Male,,34.7,41.7,20.1,46.0,,4.900000000000002,13.7,Northeast,30-35,
New Hampshire,NH,2023,Total,Total,,32.8,35.6,21.2,43.4,,4.900000000000002,13.7,Northeast,30-35,
New Hampshire,NH,2024,Age (years),18 - 24,,19.4,31.7,13.6,,,4.900000000000002,8.200000000000003,Northeast,<25,
New Hampshire,NH,2024,Age (years),25 - 34,,30.0,37.9,15.2,,,4.900000000000002,8.200000000000003,Northeast,30-35,
New Hampshire,NH,2024,Age (years),35 - 44,,34.1,35.2,14.0,,,4.900000000000002,8.200000000000003,Northeast,30-35,
New Hampshire,NH,2024,Age (years),45 - 54,,36.3,38.6,14.6,,,4.900000000000002,8.200000000000003,Northeast,>35,
New Hampshire,NH,2024,Age (years),55 - 64,,34.1,37.9,21.0,,,4.900000000000002,8.200000000000003,Northeast,30-35,
New Hampshire,NH,2024,Age (years),65 or older,,29.0,38.7,25.5,,,4.900000000000002,8.200000000000003,Northeast,25-30,
New Hampshire,NH,2024,Education,College graduate,,25.5,38.0,8.2,,,4.900000000000002,8.200000000000003,Northeast,25-30,
New Hampshire,NH,2024,Education,High school graduate,,34.1,37.5,27.3,,,4.900000000000002,8.200000000000003,Northeast,30-35,
New Hampshire,NH,2024,Education,Less than high school,,37.3,33.0,36.0,,,4.900000000000002,8.200000000000003,Northeast,>35,
New Hampshire,NH,2024,Education,Some college or technical school,,33.9,37.0,19.5,,,4.900000000000002,8.200000000000003,Northeast,30-35,
New Hampshire,NH,2024,Income,"$15,000 - $24,999",,36.4,29.4,41.7,,,4.900000000000002,8.200000000000003,Northeast,>35,Low
New Hampshire,NH,2024,Income,"$25,000 - $34,999",,36.7,28.0,33.3,,,4.900000000000002,8.200000000000003,Northeast,>35,Medium
New Hampshire,NH,2024,Income,"$35,000 - $49,999",,32.1,39.4,27.7,,,4.900000000000002,8.200000000000003,Northeast,30-35,Medium
New Hampshire,NH,2024,Income,"$50,000 - $74,999",,31.8,38.2,22.4,,,4.900000000000002,8.200000000000003,Northeast,30-35,High
New Hampshire,NH,2024,Income,"$75,000 or greater",,28.5,40.9,12.5,,,4.900000000000002,8.200000000000003,Northeast,25-30,High
New Hampshire,NH,2024,Income,"Less than $15,000",,34.2,29.7,31.7,,,4.900000000000002,8.200000000000003,Northeast,30-35,Low
New Hampshire,NH,2024,Race/Ethnicity,Hispanic,,34.9,32.5,23.8,,,4.900000000000002,8.200000000000003,Northeast,30-35,
New Hampshire,NH,2024,Race/Ethnicity,Non-Hispanic 2 or more races,,36.4,33.2,16.3,,,4.900000000000002,8.200000000000003,Northeast,>35,
New Hampshire,NH,2024,Race/Ethnicity,Non-Hispanic Asian,,11.2,29.3,20.1,,,4.900000000000002,8.200000000000003,Northeast,<25,
New Hampshire,NH,2024,Race/Ethnicity,Non-Hispanic Other,,38.5,34.6,11.6,,,4.900000000000002,8.200000000000003,Northeast,>35,
New Hampshire,NH,2024,Race/Ethnicity,Non-Hispanic White,,31.5,37.9,18.0,,,4.900000000000002,8.200000000000003,Northeast,30-35,
New Hampshire,NH,2024,Sex,Female,,30.3,30.5,19.7,,,4.900000000000002,8.200000000000003,Northeast,30-35,
New Hampshire,NH,2024,Sex,Male,,31.7,43.6,17.4,,,4.900000000000002,8.200000000000003,Northeast,30-35,
New Hampshire,NH,2024,Total,Total,,31.1,37.2,18.6,,,4.900000000000002,8.200000000000003,Northeast,30-35,
New Jersey,NJ,2011,Age (years),18 - 24,,12.1,24.4,14.2,48.4,,4.0,9.399999999999999,Northeast,<25,
New Jersey,NJ,2011,Age (years),25 - 34,,21.7,36.0,24.8,35.5,,4.0,9.399999999999999,Northeast,<25,
New Jersey,NJ,2011,Age (years),35 - 44,,23.4,39.7,26.3,33.1,,4.0,9.399999999999999,Northeast,<25,
New Jersey,NJ,2011,Age (years),45 - 54,,27.5,38.5,25.2,29.2,,4.0,9.399999999999999,Northeast,25-30,
New Jersey,NJ,2011,Age (years),55 - 64,,28.2,42.8,27.5,25.9,,4.0,9.399999999999999,Northeast,25-30,
New Jersey,NJ,2011,Age (years),65 or older,,25.0,40.5,35.8,24.5,,4.0,9.399999999999999,Northeast,25-30,
New Jersey,NJ,2011,Education,College graduate,,17.4,38.4,18.0,36.8,,4.0,9.399999999999999,Northeast,<25,
New Jersey,NJ,2011,Education,High school graduate,,26.9,37.8,33.1,25.5,,4.0,9.399999999999999,Northeast,25-30,
New Jersey,NJ,2011,Education,Less than high school,,29.4,40.1,38.5,22.4,,4.0,9.399999999999999,Northeast,25-30,
New Jersey,NJ,2011,Education,Some college or technical school,,25.1,35.7,23.2,37.1,,4.0,9.399999999999999,Northeast,25-30,
New Jersey,NJ,2011,Income,"$15,000 - $24,999",,30.4,37.4,34.1,25.0,,4.0,9.399999999999999,Northeast,30-35,Low
New Jersey,NJ,2011,Income,"$25,000 - $34,999",,26.6,38.6,32.7,27.5,,4.0,9.399999999999999,Northeast,25-30,Medium
New Jersey,NJ,2011,Income,"$35,000 - $49,999",,26.1,38.8,29.7,32.1,,4.0,9.399999999999999,Northeast,25-30,Medium
New Jersey,NJ,2011,Income,"$50,000 - $74,999",,23.4,40.1,24.2,32.7,,4.0,9.399999999999999,Northeast,<25,High
New Jersey,NJ,2011,Income,"$75,000 or greater",,21.0,39.0,17.6,37.4,,4.0,9.399999999999999,Northeast,<25,High
New Jersey,NJ,2011,Income,"Less than $15,000",,28.5,37.3,40.5,22.2,,4.0,9.399999999999999,Northeast,25-30,Low
New Jersey,NJ,2011,Race/Ethnicity,Hispanic,,27.3,41.1,35.6,25.5,,4.0,9.399999999999999,Northeast,25-30,
New Jersey,NJ,2011,Race/Ethnicity,NH American Indian/Alaska Native,,26.1,35.3,33.4,34.9,,4.0,9.399999999999999,Northeast,25-30,
New Jersey,NJ,2011,Race/Ethnicity,Non-Hispanic 2 or more races,,28.9,26.5,24.7,44.7,,4.0,9.399999999999999,Northeast,25-30,
New Jersey,NJ,2011,Race/Ethnicity,Non-Hispanic Asian,,10.2,31.1,27.2,31.6,,4.0,9.399999999999999,Northeast,<25,
New Jersey,NJ,2011,Race/Ethnicity,Non-Hispanic Black,,31.8,40.4,28.4,33.3,,4.0,9.399999999999999,Northeast,30-35,
New Jersey,NJ,2011,Race/Ethnicity,Non-Hispanic Other,,12.3,40.6,27.5,30.0,,4.0,9.399999999999999,Northeast,<25,
New Jersey,NJ,2011,Race/Ethnicity,Non-Hispanic White,,23.1,37.2,23.4,32.8,,4.0,9.399999999999999,Northeast,<25,
New Jersey,NJ,2011,Sex,Female,,21.8,30.5,28.7,26.0,,4.0,9.399999999999999,Northeast,<25,
New Jersey,NJ,2011,Sex,Male,,25.6,44.9,23.9,37.9,,4.0,9.399999999999999,Northeast,25-30,
New Jersey,NJ,2011,Total,Total,,23.7,37.8,26.4,31.7,,4.0,9.399999999999999,Northeast,<25,
New Jersey,NJ,2012,Age (years),18 - 24,,12.6,23.7,15.5,,,4.0,7.5,Northeast,<25,
New Jersey,NJ,2012,Age (years),25 - 34,,21.9,36.8,22.4,,,4.0,7.5,Northeast,<25,
New Jersey,NJ,2012,Age (years),35 - 44,,27.3,39.1,22.2,,,4.0,7.5,Northeast,25-30,
New Jersey,NJ,2012,Age (years),45 - 54,,26.5,39.3,24.2,,,4.0,7.5,Northeast,25-30,
New Jersey,NJ,2012,Age (years),55 - 64,,28.2,38.8,26.4,,,4.0,7.5,Northeast,25-30,
New Jersey,NJ,2012,Age (years),65 or older,,27.2,39.3,35.4,,,4.0,7.5,Northeast,25-30,
New Jersey,NJ,2012,Education,College graduate,,18.3,37.6,14.7,,,4.0,7.5,Northeast,<25,
New Jersey,NJ,2012,Education,High school graduate,,27.6,37.7,31.6,,,4.0,7.5,Northeast,25-30,
New Jersey,NJ,2012,Education,Less than high school,,31.7,34.5,42.3,,,4.0,7.5,Northeast,30-35,
New Jersey,NJ,2012,Education,Some college or technical school,,26.1,36.3,21.7,,,4.0,7.5,Northeast,25-30,
New Jersey,NJ,2012,Income,"$15,000 - $24,999",,28.8,35.9,35.8,,,4.0,7.5,Northeast,25-30,Low
New Jersey,NJ,2012,Income,"$25,000 - $34,999",,26.0,37.7,32.7,,,4.0,7.5,Northeast,25-30,Medium
New Jersey,NJ,2012,Income,"$35,000 - $49,999",,25.0,39.3,27.0,,,4.0,7.5,Northeast,25-30,Medium
New Jersey,NJ,2012,Income,"$50,000 - $74,999",,26.0,37.3,21.1,,,4.0,7.5,Northeast,25-30,High
New Jersey,NJ,2012,Income,"$75,000 or greater",,22.5,39.0,14.3,,,4.0,7.5,Northeast,<25,High
New Jersey,NJ,2012,Income,"Less than $15,000",,30.0,35.6,38.8,,,4.0,7.5,Northeast,30-35,Low
New Jersey,NJ,2012,Race/Ethnicity,Hispanic,,26.3,40.0,34.1,,,4.0,7.5,Northeast,25-30,
New Jersey,NJ,2012,Race/Ethnicity,NH American Indian/Alaska Native,,16.1,32.3,33.4,,,4.0,7.5,Northeast,<25,
New Jersey,NJ,2012,Race/Ethnicity,Non-Hispanic 2 or more races,,26.2,43.7,29.1,,,4.0,7.5,Northeast,25-30,
New Jersey,NJ,2012,Race/Ethnicity,Non-Hispanic Asian,,7.9,34.9,19.4,,,4.0,7.5,Northeast,<25,
New Jersey,NJ,2012,Race/Ethnicity,Non-Hispanic Black,,36.1,36.8,27.2,,,4.0,7.5,Northeast,>35,
New Jersey,NJ,2012,Race/Ethnicity,Non-Hispanic Other,,22.5,31.2,32.3,,,4.0,7.5,Northeast,<25,
New Jersey,NJ,2012,Race/Ethnicity,Non-Hispanic White,,24.1,36.5,22.2,,,4.0,7.5,Northeast,<25,
New Jersey,NJ,2012,Sex,Female,,22.9,30.0,27.0,,,4.0,7.5,Northeast,<25,
New Jersey,NJ,2012,Sex,Male,,26.3,43.9,22.6,,,4.0,7.5,Northeast,25-30,
New Jersey,NJ,2012,Total,Total,,24.6,36.9,24.9,,,4.0,7.5,Northeast,<25,
New Jersey,NJ,2013,Age (years),18 - 24,,14.4,26.4,19.4,52.7,,4.0,8.3,Northeast,<25,
New Jersey,NJ,2013,Age (years),25 - 34,,23.7,36.6,25.0,34.9,,4.0,8.3,Northeast,<25,
New Jersey,NJ,2013,Age (years),35 - 44,,28.3,37.1,25.8,32.8,,4.0,8.3,Northeast,25-30,
New Jersey,NJ,2013,Age (years),45 - 54,,31.5,37.2,25.4,29.7,,4.0,8.3,Northeast,30-35,
New Jersey,NJ,2013,Age (years),55 - 64,,29.2,36.9,27.6,26.5,,4.0,8.3,Northeast,25-30,
New Jersey,NJ,2013,Age (years),65 or older,,26.2,40.9,34.3,23.5,,4.0,8.3,Northeast,25-30,
New Jersey,NJ,2013,Education,College graduate,,19.1,38.8,17.7,37.1,,4.0,8.3,Northeast,<25,
New Jersey,NJ,2013,Education,High school graduate,,29.1,36.6,32.6,29.8,,4.0,8.3,Northeast,25-30,
New Jersey,NJ,2013,Education,Less than high school,,35.5,33.2,42.5,20.0,,4.0,8.3,Northeast,>35,
New Jersey,NJ,2013,Education,Some college or technical school,,28.1,34.9,24.3,33.6,,4.0,8.3,Northeast,25-30,
New Jersey,NJ,2013,Income,"$15,000 - $24,999",,27.6,37.3,36.4,25.0,,4.0,8.3,Northeast,25-30,Low
New Jersey,NJ,2013,Income,"$25,000 - $34,999",,27.1,37.4,36.7,29.9,,4.0,8.3,Northeast,25-30,Medium
New Jersey,NJ,2013,Income,"$35,000 - $49,999",,31.6,35.3,28.5,29.4,,4.0,8.3,Northeast,30-35,Medium
New Jersey,NJ,2013,Income,"$50,000 - $74,999",,28.0,38.4,27.0,33.0,,4.0,8.3,Northeast,25-30,High
New Jersey,NJ,2013,Income,"$75,000 or greater",,24.3,38.4,18.0,37.0,,4.0,8.3,Northeast,<25,High
New Jersey,NJ,2013,Income,"Less than $15,000",,32.6,28.8,35.1,26.5,,4.0,8.3,Northeast,30-35,Low
New Jersey,NJ,2013,Race/Ethnicity,Hispanic,,28.8,37.1,33.4,27.4,,4.0,8.3,Northeast,25-30,
New Jersey,NJ,2013,Race/Ethnicity,NH American Indian/Alaska Native,,41.5,23.6,51.6,34.9,,4.0,8.3,Northeast,>35,
New Jersey,NJ,2013,Race/Ethnicity,Non-Hispanic 2 or more races,,38.3,22.7,36.0,34.4,,4.0,8.3,Northeast,>35,
New Jersey,NJ,2013,Race/Ethnicity,Non-Hispanic Asian,,10.4,32.7,28.1,31.0,,4.0,8.3,Northeast,<25,
New Jersey,NJ,2013,Race/Ethnicity,Non-Hispanic Black,,35.6,35.5,34.4,34.5,,4.0,8.3,Northeast,>35,
New Jersey,NJ,2013,Race/Ethnicity,Non-Hispanic Other,,21.0,34.9,32.8,32.4,,4.0,8.3,Northeast,<25,
New Jersey,NJ,2013,Race/Ethnicity,Non-Hispanic White,,26.0,37.0,23.1,33.1,,4.0,8.3,Northeast,25-30,
New Jersey,NJ,2013,Sex,Female,,24.9,29.8,30.1,26.4,,4.0,8.3,Northeast,<25,
New Jersey,NJ,2013,Sex,Male,,27.8,43.1,23.3,38.0,,4.0,8.3,Northeast,25-30,
New Jersey,NJ,2013,Total,Total,,26.3,36.5,26.8,32.0,,4.0,8.3,Northeast,25-30,
New Jersey,NJ,2014,Age (years),18 - 24,,13.3,23.1,14.5,,,4.0,9.000000000000004,Northeast,<25,
New Jersey,NJ,2014,Age (years),25 - 34,,24.4,36.2,21.9,,,4.0,9.000000000000004,Northeast,<25,
New Jersey,NJ,2014,Age (years),35 - 44,,29.4,37.6,21.8,,,4.0,9.000000000000004,Northeast,25-30,
New Jersey,NJ,2014,Age (years),45 - 54,,29.6,39.3,22.1,,,4.0,9.000000000000004,Northeast,25-30,
New Jersey,NJ,2014,Age (years),55 - 64,,32.6,37.6,26.0,,,4.0,9.000000000000004,Northeast,30-35,
New Jersey,NJ,2014,Age (years),65 or older,,27.3,39.0,30.1,,,4.0,9.000000000000004,Northeast,25-30,
New Jersey,NJ,2014,Education,College graduate,,20.7,37.4,14.5,,,4.0,9.000000000000004,Northeast,<25,
New Jersey,NJ,2014,Education,High school graduate,,32.3,35.7,29.0,,,4.0,9.000000000000004,Northeast,30-35,
New Jersey,NJ,2014,Education,Less than high school,,31.8,34.7,39.9,,,4.0,9.000000000000004,Northeast,30-35,
New Jersey,NJ,2014,Education,Some college or technical school,,26.3,36.1,19.6,,,4.0,9.000000000000004,Northeast,25-30,
New Jersey,NJ,2014,Income,"$15,000 - $24,999",,27.6,36.9,33.2,,,4.0,9.000000000000004,Northeast,25-30,Low
New Jersey,NJ,2014,Income,"$25,000 - $34,999",,33.2,34.8,33.0,,,4.0,9.000000000000004,Northeast,30-35,Medium
New Jersey,NJ,2014,Income,"$35,000 - $49,999",,31.6,37.3,24.7,,,4.0,9.000000000000004,Northeast,30-35,Medium
New Jersey,NJ,2014,Income,"$50,000 - $74,999",,29.1,36.2,24.7,,,4.0,9.000000000000004,Northeast,25-30,High
New Jersey,NJ,2014,Income,"$75,000 or greater",,24.2,38.5,13.2,,,4.0,9.000000000000004,Northeast,<25,High
New Jersey,NJ,2014,Income,"Less than $15,000",,29.5,33.6,38.0,,,4.0,9.000000000000004,Northeast,25-30,Low
New Jersey,NJ,2014,Race/Ethnicity,Hispanic,,31.0,38.9,30.5,,,4.0,9.000000000000004,Northeast,30-35,
New Jersey,NJ,2014,Race/Ethnicity,NH American Indian/Alaska Native,,23.6,47.2,42.3,,,4.0,9.000000000000004,Northeast,<25,
New Jersey,NJ,2014,Race/Ethnicity,Non-Hispanic 2 or more races,,31.4,28.0,19.9,,,4.0,9.000000000000004,Northeast,30-35,
New Jersey,NJ,2014,Race/Ethnicity,Non-Hispanic Asian,,8.4,34.6,26.7,,,4.0,9.000000000000004,Northeast,<25,
New Jersey,NJ,2014,Race/Ethnicity,Non-Hispanic Black,,38.4,33.8,28.9,,,4.0,9.000000000000004,Northeast,>35,
New Jersey,NJ,2014,Race/Ethnicity,Non-Hispanic Other,,23.6,40.8,32.2,,,4.0,9.000000000000004,Northeast,<25,
New Jersey,NJ,2014,Race/Ethnicity,Non-Hispanic White,,26.0,36.4,19.2,,,4.0,9.000000000000004,Northeast,25-30,
